GEOID,Pct_NonWhite,Pct_PublicTrans,Pct_RentBurden,Pct_BelowPov
06037463602,62.2,150,40.04,17.7
06037463700,39.3,62,28.19,5.5
06037463800,49.2,7,36.90,2.5
06037463900,41.3,13,54.44,5
06037464000,48.7,130,25.03,4
06037464101,76.4,0,16.22,2.3
06037464102,77.7,206,18.61,9.4
06037464200,83.1,53,61.15,4.4
06037480002,84.5,0,31.00,9.7
06037480011,85.8,192,62.16,17.2
06037480012,84.5,95,48.59,9.8
06037480101,89.2,42,59.34,11.9
06037480102,80.3,24,29.40,8.7
06037480201,74.9,66,61.64,2.7
06037480202,77.5,25,41.53,5
06037480302,86.3,87,41.51,12.4
06037480303,93.6,39,39.89,7.1
06037480304,92.8,20,51.28,11
06037480400,83.9,0,62.60,12.4
06037480500,50.4,60,47.65,2.5
06037480601,65.4,75,39.04,7.3
06037480602,51.7,221,35.97,2
06037480702,75,87,48.09,3.1
06037480703,61.1,13,36.49,9
06037480704,73.3,49,38.41,8
06037480802,92.3,48,58.66,15.1
06037480803,83.8,0,58.25,11.6
06037480804,91,45,44.44,9
06037480901,94.5,64,50.36,19.8
06037480902,96.4,61,55.47,24.7
06037480903,91.6,34,44.99,14.9
06037481001,88.2,72,59.93,16
06037481002,86.7,41,51.88,11.4
06037481101,84.1,28,46.52,13.7
06037481102,86.9,73,50.13,11.5
06037481103,97.1,39,41.95,16.7
06037481201,93.4,36,58.71,17.5
06037481203,91.7,143,62.80,7.6
06037481300,96.8,12,56.58,6.4
06037481401,94.1,39,45.75,15.7
06037481403,94,0,42.25,18
06037481404,97.3,62,49.17,10.4
06037481500,96.2,36,63.54,12
06037481603,94,77,42.63,9.7
06037481604,96.7,97,51.77,8.1
06037481605,98,0,40.52,13.3
06037481606,97.4,83,54.95,15.9
06037481711,97.3,116,59.20,14.3
06037481712,98.5,118,66.37,22
06037481713,94.5,17,38.29,17.1
06037481714,98.2,49,59.16,32.4
06037481800,89,18,20.00,3.9
06037481901,90.7,74,50.43,6.5
06037481902,92,142,53.64,10.5
06037482001,92.3,0,23.39,4.1
06037482002,89.1,56,56.58,9.5
06037482101,96.4,61,52.00,12.4
06037482102,91.2,50,38.63,7.3
06037482201,96.5,24,47.11,19
06037482202,96.5,80,57.47,13.2
06037482301,95.9,50,55.11,14.5
06037482303,98.2,0,65.03,17.4
06037482304,94.9,130,46.35,20.6
06037482401,99.3,23,55.22,13
06037482403,99.8,0,67.64,22.8
06037482404,91.6,29,32.58,3.7
06037482502,96.5,13,50.11,21.7
06037482503,99.1,9,46.42,16.6
06037482521,91.5,23,41.09,7.5
06037482522,95.3,0,53.42,5.2
06037482600,89.8,11,68.29,4.8
06037482701,95.1,123,45.70,11.9
06037482702,96,17,44.44,7.7
06037482801,93,23,40.37,13
06037500100,62.9,27,100.00,1.9
06037500202,56.6,1,52.15,3.5
06037500203,58.4,0,56.20,2.6
06037500204,34.7,6,4.96,5.3
06037500300,77.9,10,54.07,4.2
06037500402,98,25,58.50,7.3
06037500403,97,23,45.00,21.1
06037500404,95.6,139,53.59,5.7
06037500500,97.1,30,42.86,10.3
06037500600,98.3,44,68.89,7.8
06037500700,98.3,98,41.28,12.2
06037500800,95.7,0,68.18,6.1
06037500900,94.5,37,73.22,18.8
06037501001,94.9,15,59.55,12.4
06037501002,90.5,0,84.93,3
06037501200,86.4,5,63.06,6.9
06037501301,77.4,0,45.66,3.8
06037501302,80.9,4,49.81,7.7
06037501400,89.3,38,56.46,9.1
06037501501,68.5,0,42.86,4
06037501503,84.8,19,50.61,16.9
06037501504,82.6,29,54.78,19.4
06037501600,66.8,41,55.69,11
06037501700,69.5,0,38.38,9.5
06037501802,76.4,16,58.09,9.3
06037501803,83.4,278,59.87,14.1
06037501804,90.3,7,58.90,16.3
06037501900,72.7,0,36.47,5.1
06037502003,91.9,144,70.57,18.6
06037502004,93.9,7,62.44,10.9
06037502005,81.7,33,59.71,5.6
06037502100,87,20,45.20,12.5
06037502200,90.3,169,42.36,6.5
06037502303,95.7,45,76.60,16.1
06037502401,94.5,166,58.57,6.8
06037502402,97.1,16,43.15,7.2
06037502500,97.2,67,39.70,11.9
06037502602,94.7,48,64.91,6.7
06037502603,90.5,0,71.83,6.5
06037502604,96.1,0,49.41,5.8
06037502700,93.5,62,31.89,7.9
06037502801,86.5,19,55.37,6.9
06037502901,89.4,19,37.50,6.9
06037503000,97.9,20,38.14,10.7
06037503103,91.5,33,43.90,9.8
06037503104,96,31,58.39,5.3
06037503105,91,29,34.67,2.6
06037503106,83.3,3,48.95,12.1
06037503201,85.6,43,83.18,11.7
06037503202,90.3,0,46.51,14.8
06037503301,80.2,9,28.57,4
06037503302,79.8,0,53.70,12.7
06037503401,71,35,60.40,3.4
06037503402,70.4,8,55.07,6.8
06037503501,84.6,9,46.96,2.4
06037503502,77.9,0,87.20,2.6
06037503601,75.9,21,61.66,5.9
06037503602,67.7,6,53.64,6.4
06037503701,65.8,0,59.83,3.7
06037503702,71.8,8,32.06,4.9
06037503704,84.1,27,61.85,5.3
06037503705,71.7,12,66.67,4.7
06037503801,74.7,48,56.73,12.5
06037503802,75.8,195,55.85,2.5
06037503901,72.7,0,43.37,3.2
06037503902,70.2,15,43.94,4.4
06037504001,62,24,55.96,10.2
06037504002,66.3,0,9.96,6.4
06037504101,88.7,0,64.74,10.1
06037504200,92.5,62,65.66,17.4
06037530005,91.7,0,30.97,2.1
06037530006,87.6,44,56.05,9.4
06037530007,90.6,30,73.79,8
06037530101,90,115,61.20,29.7
06037530102,86.2,13,58.49,11.6
06037530202,96.2,99,66.94,8.6
06037530203,92.8,43,78.02,24.8
06037530204,98.8,61,50.88,13.3
06037530301,99.4,101,51.90,12
06037530302,97.2,66,51.80,14.5
06037530400,100,59,44.91,30.3
06037530500,94.7,71,39.91,11.8
06037530603,88.7,153,42.39,13.3
06037530700,93.7,59,45.05,16.7
06037530801,94.4,111,40.43,14.4
06037530802,95.4,58,64.51,13.7
06037530901,98.4,42,49.63,17
06037530902,98.2,249,51.68,27.2
06037531000,98,197,35.58,7.7
06037531101,99.5,71,46.52,14.4
06037531102,99.7,96,50.00,24.3
06037531201,100,41,32.17,9.7
06037531202,99.8,259,51.52,22
06037531301,98.3,201,45.13,18.4
06037531302,98.9,169,58.77,24.2
06037531502,99.1,97,60.85,20.7
06037531503,97.2,14,33.69,13.3
06037531504,100,138,53.08,22.8
06037531602,99.1,287,45.04,19.6
06037531603,98.5,40,43.08,13.6
06037531604,100,51,57.52,25.2
06037531701,99.9,200,50.36,21.8
06037531702,97.8,164,53.70,9.7
06037531800,99.2,119,34.03,11.9
06037531901,98.8,315,56.48,11.5
06037531902,99.3,117,51.58,13.2
06037532001,95.4,78,53.48,10.4
06037532002,97.4,35,40.64,10.2
06037532101,98.8,111,68.81,14.9
06037532102,93.8,12,74.20,8.6
06037532200,97.5,176,50.17,16.7
06037532302,99,16,63.32,17
06037532303,98.8,126,50.00,12.7
06037532304,87.9,66,57.03,20.5
06037532500,98.1,49,68.82,17.9
06037532605,99.4,89,53.01,22.8
06037532606,97.4,141,52.88,18.8
06037532607,98.4,137,56.54,18.2
06037532700,99.9,247,48.19,20.4
06037532800,100,124,67.24,28.4
06037532900,97.4,236,67.66,34.9
06037533001,100,117,40.63,14.9
06037533002,99.8,15,70.23,22.9
06037533103,99.1,143,63.32,18.8
06037533104,96.4,134,55.35,21.1
06037533105,99.4,69,65.28,14.7
06037533108,99.2,386,55.77,18.5
06037533201,99.9,53,43.41,14.9
06037533204,99.7,97,46.82,13.4
06037533300,99.6,41,65.66,22.4
06037533401,99.5,98,43.54,16.7
06037533402,99.5,12,48.48,24.1
06037533403,98.6,80,56.71,8.5
06037533501,99.5,43,39.45,13.9
06037533504,99.2,116,63.60,19.2
06037533601,98.3,169,52.25,16
06037533602,96.5,0,61.76,17.3
06037533603,96.4,125,66.17,28.9
06037533701,99.1,133,46.64,10.2
06037533702,99.9,46,53.15,25.4
06037533703,100,31,65.32,18.4
06037533803,86.4,87,59.87,32
06037533804,98.1,78,60.80,15.2
06037533805,99.3,73,63.44,18.6
06037533806,90.3,66,64.08,16.4
06037533901,99.4,116,62.31,23.6
06037533902,97.4,68,62.30,14.2
06037534001,99.5,44,40.29,25.2
06037534002,94.2,18,58.16,13.4
06037534101,96.5,6,37.01,14.5
06037534102,99.4,83,61.08,29.6
06037534201,97.8,70,68.22,20
06037534202,97.4,0,61.93,29.3
06037534203,97.5,88,69.10,15.6
06037534301,99,134,67.43,36.1
06037534302,99.1,57,61.36,28.9
06037534403,96.6,58,63.96,34
06037534404,98.8,63,44.59,20.7
06037534405,97.6,156,72.35,25.8
06037534406,100,144,53.90,21.4
06037534501,98.8,70,56.31,15.3
06037534502,94.4,0,48.11,15.5
06037534700,98.9,34,52.63,8.8
06037534802,98.4,122,62.50,12.1
06037534803,98.4,91,63.72,10.9
06037534804,99.4,125,59.36,26.3
06037534900,99.8,137,40.99,11.1
06037535001,99.1,63,69.64,27.6
06037535002,99.2,108,53.72,28.5
06037535101,99.3,209,51.88,12.8
06037535102,99,133,71.77,18
06037535200,99.9,82,78.16,12.1
06037535300,99.3,117,76.36,27.1
06037535400,99.6,79,58.47,30.5
06037535501,98.6,0,63.62,20
06037535502,97.6,266,47.47,14.8
06037535503,98,75,41.58,8.6
06037535603,99.8,174,52.83,18.4
06037535604,99.3,48,48.16,10.9
06037535605,98.6,244,35.96,8.5
06037535606,99.3,29,61.19,7
06037535607,99.3,54,49.33,13.4
06037535701,95.2,111,49.69,13.6
06037535702,98.7,39,48.21,14.6
06037535802,98.6,128,40.99,4.9
06037535803,99.2,69,70.52,22.5
06037535804,99.5,157,55.91,17.9
06037535901,97.9,68,72.99,20.3
06037535902,97.5,4,40.00,4.5
06037536000,99,60,53.53,23.6
06037536102,84,48,89.80,12.5
06037536103,97.9,26,58.37,6.8
06037536104,96.6,74,48.85,10.7
06037536201,93.8,64,53.15,22.2
06037536202,95.9,12,43.16,7.4
06037540000,98.4,40,54.94,23.5
06037540101,97,217,57.11,18.3
06037540102,99.4,157,38.06,8.8
06037540201,98.9,111,59.51,24.1
06037540202,97.4,117,64.21,16.3
06037540203,98,146,66.59,22.1
06037540300,99.2,150,68.07,4.5
06037540400,98.3,30,63.59,21.1
06037540501,91.4,0,71.35,16.9
06037540502,99.3,68,61.81,21.3
06037540600,99.6,45,72.50,30.2
06037540700,98.9,22,55.86,9.1
06037540800,98.4,75,55.20,12.8
06037540901,96.9,85,65.62,10.7
06037540902,99,125,44.01,23
06037541003,92.9,72,45.59,10.1
06037541100,98.8,97,43.71,15.1
06037541200,96.8,195,44.87,6.9
06037541300,99.5,175,75.00,8.1
06037541401,97.5,97,72.65,14.8
06037541402,100,51,69.32,12.9
06037541500,99,27,50.66,10.7
06037541603,99.4,6,47.67,18.1
06037541604,99.8,96,68.95,21.8
06037541605,99.5,138,58.63,12.9
06037541606,100,7,45.91,39.1
06037541700,97.9,259,46.04,12.5
06037541801,99,36,55.27,29.2
06037541802,99.2,61,77.85,9.6
06037542000,99.6,156,44.32,11.4
06037542103,99.1,32,45.89,11.3
06037542104,99.7,70,52.53,11.5
06037542105,100,26,51.11,20.5
06037542106,99.4,43,46.83,28.1
06037542200,99.7,120,63.97,25.2
06037542401,97,75,74.65,14
06037542402,99.7,28,48.27,9.3
06037542501,100,41,48.52,19.9
06037542502,99,70,45.99,26.8
06037542601,98.9,56,55.48,23.9
06037542602,99,123,59.13,14.8
06037542700,99.6,11,51.76,14.9
06037542800,99.9,19,56.73,8.6
06037542900,100,50,55.00,9
06037543000,99.3,14,77.07,8.5
06037543100,99.9,46,43.45,19.6
06037543201,98.4,136,48.86,14.1
06037543203,99.5,29,53.78,33.3
06037543304,97.8,53,23.73,8.2
06037543305,89.2,0,56.80,13.5
06037543306,90.2,0,35.85,2.3
06037543321,93.7,61,54.27,13.2
06037543322,95.3,0,4.41,7.1
06037543400,95.7,22,71.43,10
06037543501,94.5,54,44.65,14.2
06037543502,91.2,43,54.24,7.6
06037543503,87.6,67,39.58,5.9
06037543601,94,47,39.39,9.4
06037543603,83.7,2,53.97,5.8
06037543605,81.2,70,50.96,6.2
06037543606,84.2,0,58.50,8.8
06037543607,93.3,10,79.31,10
06037543701,95.2,25,51.39,4.8
06037543703,91.2,101,44.59,5.3
06037543704,89.8,0,72.89,5.4
06037543705,96.2,0,52.30,7.8
06037543801,91.3,110,30.29,6.2
06037543803,90.8,43,75.12,13.9
06037543804,89.6,68,46.91,21.9
06037543903,94.3,0,36.36,7.1
06037543905,97.5,22,56.22,10.8
06037544001,90.7,59,60.62,8.5
06037544002,96.4,14,46.34,3.9
06037550101,93,20,44.44,12.7
06037550201,91.4,45,43.73,11.1
06037550202,91.4,29,38.94,5.4
06037550301,92.7,69,73.73,4.8
06037550501,93,67,64.85,11
06037550502,79.8,18,83.26,1.5
06037550601,91.3,85,35.46,10.6
06037550602,79.3,16,48.34,8.3
06037550700,86.4,72,27.32,8.7
06037550801,78.7,0,75.60,6.7
06037550802,91.4,33,48.43,9.9
06037550901,87.9,222,48.33,17.6
06037550902,91.4,31,52.70,6.7
06037551001,83.1,73,54.92,3.4
06037551002,79.1,88,38.27,5.6
06037551101,88.6,58,46.06,13.7
06037551102,92.5,183,62.97,16.1
06037551201,84.8,34,79.68,7
06037551203,91.9,77,56.20,13
06037551204,86.7,18,61.63,12.7
06037551300,91.6,157,57.72,14.2
06037551401,93.3,15,57.24,9.6
06037551402,85.4,37,60.31,9.6
06037551501,86.7,0,52.24,7.6
06037551502,90,2,57.99,3.3
06037551700,93.1,127,54.33,11.2
06037551801,92.5,125,55.44,1.9
06037551802,85,0,76.79,9.2
06037551900,79.9,75,71.21,11.7
06037552001,90.2,22,54.58,4.8
06037552002,90.3,82,30.21,6.4
06037552100,91.1,0,54.10,8.1
06037552200,95.9,134,63.57,24.1
06037552301,95.8,4,51.20,7.4
06037552302,69,12,56.66,13.7
06037552400,91.9,7,80.00,7.1
06037552601,95,50,56.87,11.4
06037552602,92.8,41,40.90,9.2
06037552700,91.6,42,59.01,5.2
06037552800,93.1,126,56.81,4.5
06037552900,80.2,0,57.98,17.1
06037553000,83.6,0,18.85,7.2
06037553100,84.5,39,47.79,11
06037553201,87.9,47,40.73,8.1
06037553202,89.4,0,67.83,6.9
06037553300,87.9,41,19.35,5.8
06037553400,93.6,23,56.86,3.8
06037553502,87.6,116,40.64,5.2
06037553503,97.7,23,68.97,16.2
06037553504,92.1,113,61.57,9.5
06037553601,97.8,38,63.80,15.2
06037553602,97.5,105,65.80,4
06037553701,98.9,42,45.84,13.2
06037553702,99.6,19,56.82,13
06037553801,95.6,36,72.55,32.2
06037553802,92,150,52.56,14.3
06037553901,96.3,57,50.44,12.2
06037553902,96.3,58,55.71,13.5
06037554001,76.1,46,48.59,7.6
06037554002,92.5,33,59.59,18.6
06037554101,93,19,51.10,22.2
06037554105,93,11,67.79,29.9
06037554106,86.6,22,53.93,15.8
06037554201,87,0,60.09,6.3
06037554203,90.2,47,59.21,17.6
06037554204,88.9,34,55.56,16.8
06037554301,86.8,26,62.35,12.8
06037554302,96.1,64,53.20,6.6
06037554403,90.5,169,51.81,11.6
06037554404,93.1,16,58.69,16.9
06037554405,73.8,96,68.27,15.6
06037554406,74.4,43,53.57,5.3
06037554511,93.5,8,27.13,4.9
06037554512,89.1,0,26.41,5.6
06037554513,92.4,25,53.89,4.4
06037554514,87.5,17,22.52,5.6
06037554515,87.3,0,37.82,9.4
06037554516,83.1,46,42.79,3.7
06037554517,95.5,26,51.78,12.1
06037554518,90.5,0,51.67,5.3
06037554519,91.8,24,14.53,8.5
06037554521,79.1,31,57.69,3.2
06037554522,85.8,48,16.36,3.2
06037554600,86.3,17,59.06,10.4
06037554700,97.6,0,47.40,7
06037554801,87.1,0,35.55,9.3
06037554802,86.5,41,43.63,6.4
06037554900,85,78,59.96,10.6
06037555001,86,6,49.15,11.5
06037555002,79.5,0,53.16,6.8
06037555105,87.1,166,53.52,5
06037555106,92.3,0,63.76,3.9
06037555107,78.8,22,58.75,8.2
06037555202,50.3,0,64.58,4.6
06037555211,97.5,65,51.17,28.6
06037555212,88.2,31,47.68,14.2
06037555300,78.4,33,65.63,15.6
06037570001,68.5,29,57.80,8.4
06037570002,65.8,7,25.81,3.3
06037570003,56.9,0,69.35,3.8
06037570100,84.2,4,68.44,17.3
06037570202,96.2,91,63.74,20.2
06037570203,95.9,128,59.64,17.7
06037570204,87,21,50.12,7.2
06037570303,93.1,96,65.54,17.6
06037570304,90.5,143,50.96,21
06037570305,94.1,54,63.88,25.6
06037570306,92.5,8,45.32,18.6
06037570402,95.7,32,58.47,11.6
06037570403,97.1,113,44.38,23.4
06037570404,96.4,34,66.02,21.3
06037570502,94.4,319,50.55,13.9
06037570503,90.5,69,29.69,11.3
06037570504,90.5,98,51.46,16.9
06037570601,90.2,138,50.58,13.3
06037570602,94,75,60.77,16.5
06037570603,90.4,165,61.57,31.3
06037570701,75.7,55,52.50,5.1
06037570703,77.6,7,67.74,6.7
06037570800,61.2,14,54.84,4.3
06037570901,62.9,24,58.52,5.9
06037570902,46.6,0,45.22,3.6
06037571000,48.5,47,52.70,4.4
06037571101,50.9,13,61.01,5.4
06037571102,61.3,6,57.48,6.1
06037571201,48.4,23,40.22,4.6
06037571202,64.5,22,57.16,4.1
06037571300,64.5,0,68.57,4.9
06037571400,72.1,29,48.58,5.1
06037571502,79.8,0,56.60,5.3
06037571504,65.6,80,50.72,12
06037571505,82,0,48.70,10
06037571600,96.3,43,48.84,34.5
06037571701,86.6,85,56.64,29.1
06037571703,90.9,28,64.33,24.4
06037571704,94.6,43,65.27,19.5
06037571800,57.1,36,54.62,6
06037571900,54.9,31,33.85,6.1
06037572001,54,0,64.96,4.5
06037572201,78.4,63,64.60,14.7
06037572202,79,153,48.53,15.1
06037572301,92.5,134,51.02,19.6
06037572500,83.7,30,44.85,20.8
06037572600,97.5,61,14.08,6
06037572700,97.6,227,38.40,14.8
06037573002,95,124,61.85,5.6
06037573003,81.9,23,46.06,19
06037573004,91.5,268,63.56,20.6
06037573101,90.9,71,60.99,8.8
06037573102,83.8,31,49.78,18.4
06037573201,93.7,159,66.93,22.3
06037573202,94.3,181,48.08,12
06037573300,97.1,0,53.00,31.3
06037573401,73.2,0,57.97,23.4
06037573402,77.4,109,35.89,7.2
06037573403,69.2,11,17.32,6.4
06037573601,40,21,3.46,7.6
06037573700,56.7,8,42.49,3.7
06037573800,46.1,24,50.32,5.1
06037573902,39.8,0,32.69,8.3
06037574000,40.9,0,19.35,5.4
06037574100,53.4,0,47.29,1.6
06037574201,54.6,0,58.11,2.5
06037574202,58.7,12,35.88,5.7
06037574300,45.4,0,34.47,3.6
06037574400,35.5,0,50.21,3.8
06037574500,40.3,57,20.55,1.9
06037574602,48.9,4,54.17,0.3
06037574800,37.2,13,40.18,11.6
06037574901,42.4,17,21.03,10.3
06037574902,68.1,108,54.15,26.4
06037575001,74.5,117,56.58,13.2
06037575002,59,24,46.61,14.1
06037575101,88.7,288,73.05,23
06037575102,93.2,270,72.21,24.6
06037575103,82.7,335,59.58,13.3
06037575201,95.7,98,67.07,25.3
06037575202,96.7,89,55.87,20.4
06037575300,94.7,175,65.42,28.1
06037575401,94,203,54.39,24.2
06037575402,94.4,90,51.14,18.1
06037575801,93.6,4,66.71,24.5
06037575802,92.2,133,68.97,18.2
06037575803,64.9,124,73.39,44.4
06037575901,82.2,106,60.29,34.8
06037575902,69.6,253,55.97,15
06037576001,54.8,114,44.04,6.8
06037576200,71.8,55,64.92,18.4
06037576301,85.3,201,61.77,32.6
06037576302,80.2,115,53.67,23.5
06037576401,91.7,184,53.63,27.9
06037576402,93.5,102,64.34,21
06037576403,90,197,54.28,19.2
06037576501,75.4,97,58.20,23.1
06037576502,75.8,59,54.39,16
06037576503,69.5,61,61.38,15.6
06037576601,67.4,42,62.86,16.8
06037576602,50.6,83,56.43,11.4
06037576700,49.5,47,45.41,8.9
06037576801,61.8,141,48.11,20.8
06037576802,56.2,23,41.45,8.6
06037576901,88.7,188,53.92,23.1
06037576903,81.7,324,53.69,17.2
06037576904,66.8,20,61.28,23.9
06037577000,63.3,103,48.36,17.4
06037577100,43.4,108,45.68,12.1
06037577200,40.6,20,34.42,7.6
06037577300,41.3,84,38.23,3.6
06037577400,26.7,23,35.13,6.2
06037577501,24.8,28,47.45,8.9
06037577504,22.7,0,65.50,7.6
06037577602,32,55,51.87,6.3
06037577604,26,23,50.86,3.6
06037577605,28.3,11,39.61,4
06037577606,41.2,0,41.98,8.7
06037577700,98.4,162,29.17,7
06037577800,86.5,25,46.51,3.3
06037577900,65.8,91,66.74,10.8
06037578000,92.5,108,55.12,35
06037578100,47.8,0,-1.00,66.7
06037599000,64.5,13,51.95,8.3
06037599100,53.8,36,50.94,19.7
06037600100,99.9,202,62.50,18.5
06037600201,99.7,67,53.81,26.7
06037600202,97.2,342,72.24,27.9
06037600302,98.4,34,44.50,8.5
06037600303,99.9,60,66.22,31.4
06037600304,98.8,137,68.49,20.6
06037600400,97.9,250,64.66,32.6
06037600501,97.3,81,76.05,10.4
06037600601,98.6,23,56.02,14
06037600602,99.8,151,64.26,14.6
06037600702,97.8,126,59.18,10.1
06037600703,96.8,26,64.89,9.6
06037600704,89.2,64,68.18,6.1
06037600801,98.1,196,54.22,8
06037600802,96.1,43,70.43,8.9
06037600902,92.5,109,62.60,7.4
06037600911,92,133,51.92,12.6
06037600912,91.6,93,52.10,12.1
06037601001,94.4,59,45.41,18
06037601002,96.7,141,47.52,19.6
06037601100,97.5,250,64.14,22.3
06037601202,94.8,23,53.14,7.7
06037601211,94.8,135,64.42,10.8
06037601212,96,125,49.39,5.8
06037601301,82.2,17,50.51,4.1
06037601302,87.1,159,53.38,16.7
06037601303,96.5,299,66.22,20.4
06037601401,88.9,195,56.55,25.6
06037601402,93.3,67,47.29,22.6
06037601501,99.5,42,50.55,23.6
06037601502,97,74,45.96,16.1
06037601600,99,47,59.20,6.8
06037601700,98.7,205,61.26,22.2
06037601801,99.9,98,51.48,18.8
06037601802,95.3,151,37.95,8.2
06037601900,99,270,57.89,22.2
06037602002,94.6,62,56.00,13
06037602003,98.3,46,57.75,15.7
06037602103,95.7,73,74.17,35.7
06037602104,96,66,61.66,12.9
06037602105,89.4,127,59.07,24.1
06037602106,91.3,105,49.61,13.2
06037602201,76.7,23,49.25,7.8
06037602202,86.4,0,48.75,5
06037602301,73,86,61.92,8.9
06037602302,47,10,32.39,6.4
06037602402,86.4,128,39.77,4.1
06037602403,88.8,149,57.72,14.7
06037602404,94.1,72,56.11,24.3
06037602504,95.9,60,57.71,24.9
06037602505,95.7,21,51.83,24.2
06037602506,96.5,134,47.50,27.4
06037602507,96.6,123,59.99,9.1
06037602510,94.9,238,61.69,17.6
06037602511,99.8,189,74.07,19.6
06037602512,94.3,1,48.64,18.5
06037602513,97.2,0,60.13,29
06037602601,96.8,48,72.28,6.7
06037602602,94.6,17,67.64,11.3
06037602700,93.8,84,33.90,7.6
06037602801,98.2,28,66.73,19
06037602802,98.7,97,54.00,4.1
06037602900,97.8,152,17.56,13
06037603004,92.7,12,59.01,4.9
06037603005,96.6,17,62.80,11.1
06037603006,95.8,48,35.31,7.9
06037603007,92.3,29,71.21,15.6
06037603008,95.9,63,28.27,10.7
06037603101,86.6,66,58.17,18.3
06037603102,91.4,24,65.24,8.2
06037603200,90.3,42,47.46,6.6
06037603301,93.1,25,46.98,13.7
06037603302,96,51,39.97,8
06037603400,88.9,49,44.33,10.2
06037603500,94,149,51.88,11.1
06037603600,77.5,9,59.79,13.4
06037603702,62.4,51,33.17,6.9
06037603703,80.7,0,11.11,2.8
06037603705,93.6,28,67.00,7.4
06037603706,96.6,188,62.30,14.2
06037603801,88.3,50,67.68,18.6
06037603802,89.5,0,48.26,11
06037603901,81.7,15,32.23,4.9
06037603902,88,90,59.20,7.3
06037604001,84.2,28,45.85,9.8
06037604002,77.6,31,66.20,16.6
06037604101,89.9,12,65.10,10.7
06037604102,88.1,24,34.91,20.2
06037604200,92.1,86,59.43,12.6
06037609900,74.6,15,49.16,19.5
06037620001,49.1,23,43.10,1.6
06037620002,43.9,16,49.36,8.6
06037620101,47.8,12,34.33,3.1
06037620102,35.3,0,22.36,5.4
06037620201,20.8,0,29.64,6.8
06037620301,27,0,63.82,2.8
06037620303,26.2,0,41.11,5.6
06037620305,17.6,71,35.33,2
06037620400,43.1,6,38.88,1.8
06037620501,55.2,0,51.94,5.5
06037620521,48,11,45.34,4.4
06037620522,47.6,16,40.82,4.3
06037620601,57.5,23,45.44,8.1
06037620602,40.6,0,39.69,5.6
06037620701,45.9,45,40.39,3
06037620703,36.2,18,9.06,1.4
06037620704,41.5,18,37.39,2.6
06037620801,37.4,11,13.61,3.3
06037620802,28.7,13,26.12,3.4
06037620901,35.2,0,40.82,3.9
06037620904,9.2,0,21.90,7.5
06037621001,28.4,0,58.77,8.1
06037621005,15.1,88,38.83,3.6
06037621102,32.9,0,20.91,5.5
06037621104,32,0,37.36,4.6
06037621201,40.3,11,45.23,5.8
06037621204,37,10,58.76,4.5
06037621301,44,8,54.10,5.6
06037621324,26.5,37,49.04,8.8
06037621326,33.9,49,50.84,5
06037621400,40.4,13,37.04,3.8
06037650001,78.5,0,64.02,13.1
06037650003,68.5,69,61.16,10.3
06037650004,86.2,41,51.37,12.6
06037650101,84,0,78.78,6.8
06037650102,69,17,48.67,3.6
06037650200,64.8,48,59.70,3.7
06037650300,77.5,146,49.40,8.5
06037650401,61.3,18,19.56,6.4
06037650501,56.4,0,43.44,1.9
06037650502,55.1,9,25.44,2
06037650603,55.5,0,49.79,9
06037650604,75.1,66,45.03,15
06037650605,75.8,36,38.71,3.4
06037650606,74,16,43.57,9.1
06037650607,81.4,0,51.14,2.5
06037650701,55.2,25,46.54,3.3
06037650702,53.5,45,60.18,1.9
06037650801,85.5,0,48.80,5.6
06037650802,81.3,0,67.12,10.1
06037650901,71.9,30,55.09,7.9
06037650903,74.6,25,57.90,9.5
06037650904,79.3,0,33.12,5.7
06037651001,64.7,0,70.51,4.1
06037651002,72,11,35.73,5.2
06037651101,65.7,0,35.04,4.4
06037651102,60.6,8,45.11,9.6
06037651201,61.3,0,9.40,12.4
06037651221,73,7,48.00,7
06037651222,64.8,123,46.49,2.2
06037651302,39.8,0,50.97,3.7
06037651304,41.7,0,31.65,5.8
06037651401,58.9,0,33.15,13.5
06037651402,71.7,32,53.81,4.5
06037670001,63.8,0,56.63,3.3
06037670002,65.9,91,39.68,12.1
06037670003,44.1,58,57.82,6.2
06037670101,68.8,6,30.38,31.1
06037670102,78.6,1,51.46,11.9
06037670201,38.6,0,53.15,2
06037670202,44,0,50.00,1.4
06037670324,29,0,60.38,3
06037670326,42.3,0,27.40,1.3
06037670328,46.4,0,58.86,3
06037670405,51,0,50.19,6.4
06037670406,66.5,5,63.83,7.2
06037670407,67.1,0,30.20,5.2
06037670413,56.7,14,59.13,2.9
06037670416,54.4,0,59.30,4.9
06037670417,57.5,52,56.95,2.6
06037670418,51.7,15,33.33,3.5
06037670500,36.7,0,11.11,7.2
06037670603,61.8,26,46.00,2.2
06037670604,38.5,156,58.01,5.5
06037670701,53.7,0,45.61,3.9
06037670702,38.4,0,59.44,2.8
06037700101,31.2,86,39.70,12.9
06037700102,33.5,129,45.49,16.6
06037700200,42,291,45.87,11.1
06037700300,26.3,208,41.62,9.3
06037700400,20.2,60,47.01,11.3
06037700501,21.4,67,38.77,14
06037700502,33.8,0,56.72,19.2
06037700600,16.7,24,47.24,5.1
06037700700,8.9,7,23.53,4.5
06037700801,25.1,0,46.03,18.1
06037700802,30.9,13,52.07,14.6
06037700901,32.1,40,59.82,8.9
