GEOID,Pct_NonWhite,Pct_PublicTrans,Pct_RentBurden,Pct_BelowPov
06037221303,91.8,353,50.16,33.5
06037221304,96.6,188,56.56,12.4
06037221401,88.6,244,68.07,17.1
06037221402,90.8,59,53.48,22.1
06037221500,86.7,174,55.71,33.5
06037221601,94,235,51.46,24.4
06037221602,96.1,236,58.80,18.4
06037221710,90.3,175,59.84,34.1
06037221810,88.6,196,64.18,41.1
06037221820,64.5,64,68.17,51.7
06037221900,72.2,98,71.89,59.1
06037222001,90.6,92,50.00,18.4
06037222002,93.7,367,60.26,18.9
06037222100,92,278,61.46,14.5
06037222200,91.4,111,56.29,16
06037222500,97.9,198,45.26,12.8
06037222600,89,134,50.33,39.2
06037222700,65.2,76,66.67,61.9
06037224010,88.4,96,55.39,30.9
06037224020,95.3,235,68.52,37.6
06037224200,95.7,185,56.43,20.9
06037224310,86.1,154,39.45,22.2
06037224320,100,307,58.81,37.7
06037224410,75.8,345,70.86,42.9
06037224420,93.6,208,64.78,35.9
06037224600,95.4,255,61.75,24.8
06037224701,68.6,56,57.29,42.9
06037224702,59.8,27,63.37,77.8
06037226001,97.7,142,79.69,34.4
06037226002,76,108,52.30,29.5
06037226410,100,316,56.95,33
06037226420,99.6,391,72.61,25.9
06037226701,100,101,57.62,31.8
06037226702,99.5,306,35.88,28.1
06037227010,98.5,206,55.66,33.2
06037227020,99.7,206,64.33,16.8
06037228100,93.6,233,66.56,33.6
06037228210,99.9,218,79.42,21
06037228220,98.6,233,66.49,28.2
06037228310,99.6,339,63.89,30.9
06037228320,99.5,156,58.93,30.7
06037228410,99.5,248,61.08,20.8
06037228420,100,176,55.53,22.5
06037228500,99.4,387,68.19,43.9
06037228600,100,165,68.14,24.9
06037228710,98.9,205,63.73,20.6
06037228720,99.7,212,58.63,27
06037228800,99.8,225,76.64,24.7
06037228900,99.9,164,54.43,30.7
06037229100,99,320,68.55,25.7
06037229200,99.9,153,73.46,22.1
06037229300,95.6,426,59.13,25.1
06037229410,99.5,108,75.26,22.6
06037229420,99.8,200,60.52,26.6
06037231100,91.2,228,56.78,38.6
06037231210,96.9,314,56.99,32.1
06037231220,97.7,120,62.70,25.9
06037231301,97.7,73,70.97,22.4
06037231302,91.9,86,63.91,12.2
06037231400,95.6,263,61.77,25.6
06037231500,97.6,315,51.77,17.6
06037231601,97.4,130,51.11,17.1
06037231602,95.2,27,50.84,15.2
06037231603,99.4,157,47.76,32.9
06037231710,99.1,310,59.15,29.9
06037231720,97.9,453,59.27,33.6
06037231800,99.6,444,57.22,23.8
06037231901,100,222,46.36,12.6
06037231902,98.8,186,67.11,44.8
06037232110,99.5,243,58.94,24.9
06037232120,99.2,73,57.74,24.2
06037232200,98.3,75,38.13,16.9
06037232300,97,186,37.90,17
06037232401,94.5,78,74.91,14.8
06037232402,94.4,146,45.35,28.5
06037232500,98,141,66.18,16.1
06037232601,100,89,48.86,16.7
06037232602,98.9,209,53.70,20.6
06037232701,99.4,47,62.84,20.3
06037232702,96.1,293,62.34,23.2
06037232800,99.2,120,58.35,23.2
06037234001,90.9,105,29.24,4.8
06037234002,95.8,158,65.10,16.2
06037234200,94.3,174,50.23,11.2
06037234301,94.3,54,82.58,13
06037234302,99.6,75,67.79,19.2
06037234501,93.6,22,50.78,7.7
06037234502,95.9,61,62.30,29.6
06037234600,97,62,81.45,15.1
06037234700,96.8,42,60.99,20.3
06037234800,95.5,85,45.14,7.6
06037234901,98.2,238,41.55,27
06037234902,94,383,75.73,24.2
06037235100,90.1,41,59.04,10.6
06037235201,96.2,17,82.37,18.1
06037235202,94.3,253,68.55,26.8
06037236001,68,87,42.24,6.5
06037236101,97.3,86,77.61,22.1
06037236102,95.6,159,58.07,28.7
06037236203,96.1,178,78.14,31.8
06037236204,98,242,64.41,14.3
06037236205,97.9,148,60.76,33.3
06037236206,99,97,45.80,15.3
06037236400,91.7,239,46.77,7.2
06037237101,99,206,56.14,15.4
06037237102,99.2,62,53.49,29.5
06037237201,97.8,116,47.47,26.7
06037237202,97.6,124,90.52,30.7
06037237300,97.7,71,61.57,13.4
06037237401,98.5,173,65.10,31.5
06037237402,96.5,173,46.01,3.2
06037237500,98,153,70.32,34
06037237600,99.8,192,53.98,24
06037237710,98.7,134,66.12,35.9
06037237720,100,48,60.18,23.8
06037237800,97.9,105,86.94,25.6
06037237900,94.2,61,49.55,17.4
06037238000,97.1,14,78.01,13.6
06037238100,96.5,58,54.74,17.6
06037238200,97.8,183,56.64,19.4
06037238310,98.8,287,63.69,29.3
06037238320,97.8,246,54.07,38.4
06037238400,98.4,15,60.93,13.6
06037239201,99.3,149,61.36,25.3
06037239202,99.1,387,43.49,15.6
06037239310,99.9,222,46.33,23.5
06037239320,100,143,53.47,21.4
06037239330,100,141,52.91,28.8
06037239501,98.9,161,58.94,22.6
06037239502,99.7,139,68.43,17.5
06037239601,99.4,240,49.15,20.6
06037239602,99.7,95,63.35,35.4
06037239701,99.8,180,62.70,33.6
06037239702,98.9,188,60.37,28.2
06037239801,99.4,199,61.65,24.6
06037239802,98.2,100,65.33,21.8
06037240010,99.7,137,66.98,34.3
06037240020,99.9,299,78.09,23.8
06037240200,99.3,236,66.70,33.7
06037240301,96,137,49.51,27
06037240302,99.7,32,74.49,28.3
06037240401,99,346,72.04,27
06037240402,97.2,71,56.01,27
06037240500,99.3,403,59.41,32.2
06037240600,99.9,106,53.46,19
06037240700,99.6,150,70.92,18.8
06037240800,99.9,324,64.57,25
06037240901,100,31,67.33,28.8
06037240902,99.7,91,63.48,34.6
06037241001,99.2,122,49.22,20.8
06037241002,99.1,64,66.98,25.3
06037241110,99.2,110,68.01,14.6
06037241120,98,269,74.61,35.6
06037241201,99.2,90,80.36,20.1
06037241202,97.1,139,76.13,27
06037241300,98,86,72.63,23.8
06037241400,98.5,170,58.49,13.3
06037242000,98.5,19,66.15,21.9
06037242100,100,59,43.15,42.4
06037242201,100,69,56.47,19.9
06037242202,99.6,212,60.56,27.7
06037242300,99.6,204,54.53,26.4
06037242600,99.9,168,55.66,52.2
06037242700,98.1,178,61.39,18.4
06037243001,100,109,80.59,18.5
06037243002,99.1,79,39.89,5.3
06037243100,98.1,52,71.87,41.7
06037261102,16.8,0,48.06,5.7
06037261103,20.5,7,44.54,5.7
06037261104,19.3,0,45.56,8.1
06037261200,29.4,0,46.35,7.4
06037262100,21.4,0,33.59,3.6
06037262200,30,33,48.88,5.7
06037262301,31.6,0,47.73,5.6
06037262302,16.7,0,24.59,8.2
06037262303,10.8,0,0.00,3.4
06037262400,19.9,0,71.32,2.4
06037262501,10.4,0,49.22,2.7
06037262601,21.7,0,1.22,5.3
06037262604,22.1,0,43.84,8.5
06037262704,24.5,0,46.73,3.7
06037262706,13.8,0,47.31,3
06037262802,17.2,52,57.35,7.2
06037264000,15.5,0,53.88,4.8
06037264102,32.5,0,31.75,8.1
06037264103,27.1,87,35.15,5.4
06037264303,26.6,62,39.07,5
06037264304,26.9,101,41.85,3.3
06037264305,30.3,43,40.53,7.8
06037264306,26.9,0,52.21,4.4
06037265100,19,0,73.70,12
06037265201,33.6,30,69.35,10
06037265203,32.4,22,62.41,14.4
06037265204,46,0,55.22,35
06037265301,72.5,136,-1.00,-1
06037265303,70.5,41,78.83,62.4
06037265304,64.5,55,87.15,73.7
06037265306,66.8,0,70.00,64.1
06037265307,62.4,68,73.70,40.8
06037265410,17.8,36,52.94,4.7
06037265420,28.5,7,52.94,6.4
06037265521,47.6,26,52.88,15.9
06037265522,60.2,67,64.67,15.2
06037265523,45.9,21,72.34,5.9
06037265524,36.2,32,55.62,4.4
06037265601,26.2,0,54.09,11.5
06037265602,21.6,0,59.83,16.8
06037265701,37.2,10,38.40,5.8
06037265702,14.3,10,81.45,10.9
06037267101,35.5,12,55.57,5.6
06037267102,39.9,15,51.59,12.2
06037267201,44.3,62,52.99,5.4
06037267202,34.4,133,54.33,11.6
06037267300,63.5,188,36.73,14.1
06037267403,38.8,141,48.27,14.6
06037267404,48.7,112,65.56,22
06037267405,37.1,113,44.77,10.9
06037267406,40.9,40,50.55,7.4
06037267502,44.7,198,52.72,9.8
06037267503,42.6,134,45.81,17.1
06037267504,58.9,144,53.15,8.8
06037267600,58.7,77,48.28,11.1
06037267700,56.6,24,47.62,7.9
06037267800,43.7,77,55.49,4.9
06037267901,39.7,15,42.59,10.6
06037267902,34.6,12,40.56,6.7
06037269000,40,73,35.10,2.2
06037269100,27.8,63,58.67,13
06037269300,23.1,61,54.73,3.4
06037269500,21.8,13,0.00,0.5
06037269601,88.1,119,63.92,9.6
06037269602,58.1,103,51.68,22
06037269700,46.3,83,34.55,7.7
06037269800,58.3,87,41.76,10
06037269903,66.8,73,49.46,17.6
06037269905,49.3,109,45.02,7.9
06037269906,57.9,174,33.27,3.4
06037269907,60.4,195,40.67,11
06037269908,70.1,159,40.68,5.1
06037269909,61.3,84,42.06,5
06037270101,43.5,53,48.65,6.8
06037270102,64.8,22,41.26,10.4
06037270200,72.6,82,61.27,13.3
06037270300,74.9,16,46.41,8.3
06037271100,51.6,39,63.81,9
06037271200,65.5,65,45.07,6.1
06037271300,55.1,56,61.52,10.1
06037271400,29.1,10,52.80,0.6
06037271500,37.9,4,55.58,11
06037271600,61,162,39.16,11.9
06037271702,68.1,112,49.27,12
06037271703,49.6,130,35.68,6.6
06037271704,48.2,55,29.29,6.3
06037271801,65.4,237,63.37,16.3
06037271803,62.2,324,50.85,11.9
06037271804,40.1,123,56.88,4.8
06037271901,59.9,44,39.35,6
06037271902,48.6,68,45.17,8.3
06037272100,41.4,61,53.36,3
06037272201,40,104,47.97,8.8
06037272202,51,44,46.54,7.6
06037272301,43.7,10,42.79,6.5
06037272302,59.4,169,44.65,9.4
06037273100,34.1,38,40.30,9.7
06037273200,42.4,11,38.74,8.6
06037273300,36.7,91,57.49,16.1
06037273403,30.4,45,50.56,21.5
06037273404,17.9,0,72.22,9.1
06037273502,23.9,66,39.18,8.1
06037273600,24.6,0,59.22,3.9
06037273700,31.7,26,47.85,4.3
06037273800,38.1,79,55.90,9.8
06037273902,33.9,23,50.88,15.9
06037274100,42.9,0,70.76,9.5
06037274202,35.8,26,47.88,9.5
06037275101,44.1,10,43.06,3.3
06037275102,82.2,29,50.06,20
06037275200,70.7,43,36.34,5.4
06037275311,53.9,25,53.74,8.8
06037275312,22.7,0,50.08,2.4
06037275313,44.9,0,50.87,16.7
06037275400,38.2,24,46.11,10.9
06037275500,82.6,94,49.43,21.9
06037275603,59.3,42,50.29,5.7
06037275604,43.1,0,49.43,6.1
06037275605,62.4,0,46.26,15.3
06037276000,43.8,0,38.67,5
06037276101,70,16,51.51,8.3
06037276102,83.1,34,57.24,12.8
06037276400,36.9,19,31.61,6.8
06037276500,50,6,67.02,19.5
06037276601,35.6,12,47.47,6.1
06037276605,23.6,13,45.41,4.1
06037276606,51.1,34,50.85,3.3
06037276607,49.3,14,60.52,20.1
06037276608,44.5,0,60.36,12.8
06037277000,42.8,15,64.46,7
06037277100,50.3,33,40.78,4.7
06037277200,74.8,17,77.98,12.3
06037277400,-1,0,-1.00,-1
06037278001,57.9,11,50.94,14.6
06037278102,28.4,16,29.32,4.6
06037291110,99.2,134,43.76,23.6
06037291120,98.4,32,52.04,10
06037291130,96.1,23,32.51,8.5
06037291210,91.2,12,48.34,11.7
06037291220,94.1,40,52.80,20.4
06037291300,90.7,96,33.05,6.7
06037292001,95.2,57,66.85,32.9
06037292002,77.2,0,55.38,10.8
06037293203,88.2,0,70.23,14.2
06037293204,90.8,9,34.30,6.5
06037293205,93.4,52,70.36,12.2
06037293206,90.8,0,63.83,23.3
06037293301,73.5,5,55.97,3.3
06037293302,83.7,47,60.22,8.8
06037293304,83.8,110,58.98,14.5
06037293306,66.1,12,38.26,4.5
06037293307,86.3,19,59.62,14.8
06037294110,90.9,0,57.02,16.4
06037294120,99.6,27,54.87,19.5
06037294200,94.2,23,63.53,15.5
06037294301,94.2,10,76.67,2.5
06037294302,96.3,86,62.18,11.2
06037294410,89.8,31,49.30,20.2
06037294421,90.9,32,55.52,18
06037294510,96.6,59,59.83,23.9
06037294520,97.2,49,61.84,17.6
06037294610,97.9,36,46.62,14.5
06037294620,99.2,21,36.57,4.7
06037294701,94.4,62,73.52,32.3
06037294810,98.5,35,62.07,20.2
06037294820,98.5,33,69.71,45.5
06037294830,95.3,76,53.16,18.8
06037294900,97.8,90,58.16,32.2
06037295103,50.7,12,59.29,3.6
06037296210,92.1,50,61.17,18.4
06037296220,88.1,126,53.80,24
06037296300,68,0,55.83,6.7
06037296401,51,0,51.03,12.2
06037296402,60.4,0,48.25,2.4
06037296500,86.2,129,51.05,13
06037296600,85.8,247,61.64,25.6
06037296901,82.2,36,50.37,16.1
06037296902,77.4,175,61.39,17.8
06037297001,44.9,35,61.96,10.6
06037297002,57.1,53,32.10,8.9
06037297110,78.7,129,64.44,33.6
06037297120,82.5,92,63.80,19.9
06037297201,74.3,135,57.19,14.6
06037297202,58.8,71,39.37,10.7
06037297300,47.9,13,54.48,4
06037297400,41.5,29,32.86,8.8
06037297501,50.8,0,34.22,5.1
06037297502,51.8,39,57.92,8.9
06037297601,61.1,17,58.94,2.2
06037297602,59,0,44.66,12.8
06037300100,45,0,26.91,4.7
06037300200,53.2,15,49.39,2.6
06037300301,35.1,0,57.47,3.6
06037300400,58.7,0,55.79,1
06037300501,62.8,15,80.58,4.4
06037300503,57.6,0,62.85,12
06037300601,44.4,45,71.10,16.8
06037300602,37.5,0,60.80,6.1
06037300701,28.1,0,68.77,12.4
06037300702,20.4,0,48.37,3.1
06037300800,40.8,16,58.17,3.4
06037300901,32,0,70.83,2.8
06037300902,32.9,0,48.21,3.6
06037301000,38.6,10,49.66,6.1
06037301100,23.1,41,76.74,5.4
06037301203,30,8,52.81,16.3
06037301204,32.5,195,62.03,14.7
06037301205,21,25,87.76,3.9
06037301206,28.5,31,52.05,9.4
06037301300,18.2,0,0.00,3.6
06037301400,25.8,6,37.68,3.2
06037301501,24.9,0,52.69,4.1
06037301502,19.6,176,64.75,20.3
06037301601,27.3,33,65.41,22.4
06037301602,63.6,27,60.58,10.9
06037301701,39.2,26,45.53,18
06037301702,48,7,55.28,17.1
06037301801,36.5,77,67.97,23.5
06037301802,45.6,64,56.57,18.5
06037301901,19.6,0,41.19,12.6
06037301902,21.6,0,65.18,21.9
06037302002,42,66,64.31,27.3
06037302003,26.5,7,48.88,18.9
06037302004,37,80,60.94,19
06037302102,41.8,54,40.55,8.7
06037302103,38.2,0,55.65,19.7
06037302104,59.4,79,58.66,10
06037302201,30,92,64.11,20.4
06037302202,36.9,220,68.35,30.5
06037302301,52.1,22,55.56,16.6
06037302302,64.1,126,63.17,20
06037302401,60,94,54.51,11.3
06037302503,41.3,29,64.90,19
06037302504,45.8,156,68.95,23.1
06037302505,40.5,59,59.17,16.4
06037302506,42.6,19,71.46,18.7
06037310100,32.3,82,76.92,5.2
06037310201,38.6,18,68.33,5
06037310202,31.4,35,64.31,13.7
06037310300,32.1,23,54.69,4.5
06037310400,44.9,0,55.07,12.7
06037310501,71.9,111,46.43,15.8
06037310601,56.6,57,61.37,17.8
06037310602,29.3,23,61.70,7.9
06037310701,37.7,0,47.62,34.6
06037310703,30.7,13,65.79,12.7
06037310704,41.5,0,70.74,19.7
06037310705,53.2,127,65.00,17.6
06037310800,42.9,14,71.20,13.4
06037310900,54.3,32,55.87,5.8
06037311000,53.7,53,43.89,9.9
06037311100,47.8,14,28.76,11.4
06037311200,38.4,0,55.72,5.1
06037311300,48.1,0,50.52,5.8
06037311400,30.9,37,27.33,3.9
06037311500,56.1,31,52.57,8.4
06037311601,64.4,0,39.73,6.5
06037311602,45.6,63,51.36,11.9
06037311700,43.6,0,46.51,8.1
06037311801,48.8,74,48.05,13.3
06037311802,62,30,42.70,5
06037320101,93.1,48,76.88,8.3
06037320102,97,9,61.32,12.9
06037320201,97.4,94,57.76,15
06037320202,93.1,75,75.07,7.4
06037320300,97,21,66.98,10.4
06037400205,55,29,71.88,1.1
06037400206,49.3,83,41.71,1.7
06037400207,49.8,0,58.60,2.5
06037400208,30.2,0,100.00,0
06037400209,51.8,33,30.32,4.3
06037400304,70.6,2,65.68,10.3
06037400402,53.4,54,51.17,4.3
06037400403,60.6,46,56.16,10.2
06037400404,33.2,100,7.62,1.5
06037400501,31.6,9,38.64,3.4
06037400602,86.6,117,42.40,11.5
06037400603,73.5,47,37.74,5.7
06037400605,76,93,54.31,10.1
06037400801,59.2,47,43.42,6.4
06037401001,46.1,31,80.83,3.4
06037401002,54.3,62,54.03,8.1
06037401101,67.9,38,54.48,7.8
06037401102,58.3,33,40.45,5.2
06037401201,64,81,35.09,6.8
06037401202,61.3,49,45.42,6.4
06037401203,66.6,64,71.18,13.7
06037401303,63.9,5,55.48,4
06037401304,69.9,0,54.35,6.6
06037401311,54.5,0,38.08,9.8
06037401312,63.9,49,74.92,4.6
06037401500,71.4,27,43.99,11.3
06037401601,49.1,0,40.99,9.1
06037401602,57.4,22,51.20,10.7
06037401705,61.8,10,73.68,8.6
06037401706,73.7,59,69.22,16.6
06037401707,83.2,60,60.40,14.8
06037401801,53.7,7,27.01,2.6
06037401802,55.6,29,42.11,4.7
06037401901,63.5,43,30.23,2.3
06037401902,34.5,55,54.69,5
06037402001,72.3,3,57.32,16.2
06037402002,54.5,12,71.72,8.8
06037402101,97.3,20,37.98,15.9
06037402102,92.1,56,47.60,9.9
06037402200,84.2,60,65.34,6
06037402301,88.7,175,51.12,18
06037402303,92,17,66.61,16.9
06037402304,96.7,110,54.93,22.4
06037402403,84.7,13,55.98,8.5
06037402404,62.2,0,0.00,0
06037402405,97.7,8,50.68,13.3
06037402406,93.3,21,42.57,16.3
06037402501,98.2,29,50.40,14.8
06037402503,97.4,83,55.74,16.6
06037402504,96.9,0,64.60,24
06037402601,81.1,29,53.59,19.1
06037402602,78.3,0,27.09,6.1
06037402702,96.1,117,55.25,33
06037402703,92.6,14,70.71,11.3
06037402705,89.7,0,37.71,7.9
06037402706,88.9,18,43.65,17.9
06037402801,96.9,30,55.16,13.5
06037402803,98.4,0,60.66,10.8
06037402804,97.9,0,63.59,15
06037402902,89,50,47.47,10.5
06037402903,97.8,0,46.56,15.1
06037402904,96.5,0,73.50,15.6
06037403000,93.4,68,51.09,7.8
06037403305,96.1,6,67.27,9.4
06037403316,82,0,64.09,10.1
06037403317,82,28,44.19,5.4
06037403318,81.3,28,37.73,6.7
06037403319,86.3,47,57.96,13
06037403320,87.3,92,30.22,8
06037403321,80.9,30,75.20,13.4
06037403323,93.3,0,75.60,5.5
06037403324,92.2,95,49.35,12.8
06037403325,85.5,9,57.77,8.9
06037403326,92.4,6,54.97,4.5
06037403327,77.7,18,28.07,1.5
06037403328,86.6,35,52.25,8.3
06037403401,92.1,18,50.15,11.2
06037403402,90.7,48,72.83,5.6
06037403403,93.6,50,28.82,13.1
06037403404,87.4,7,65.15,9.8
06037403407,88.7,12,58.18,6.1
06037403408,93.5,87,29.46,6.7
06037403409,86.3,78,54.14,5.2
06037403500,77.9,0,55.56,6.9
06037403601,79.7,44,28.06,8.7
06037403702,64,27,28.00,2.2
06037403703,63.9,31,51.88,6.4
06037403721,80.2,18,69.84,8.5
06037403722,87.9,58,68.97,13.5
06037403801,82.6,51,38.52,9.6
06037403802,74.3,66,58.94,15.6
06037403901,60.6,100,46.38,11.2
06037403902,71.3,21,50.43,12.4
06037404000,80,48,41.76,4.8
06037404100,91.5,9,72.13,9.7
06037404201,91,24,73.52,19.4
06037404203,82.9,75,52.98,11.3
06037404301,94.6,79,45.53,22.2
06037404302,85.6,39,59.38,2.8
06037404401,84.5,43,42.86,13.7
06037404402,94.4,56,42.36,6
06037404501,95.1,0,64.44,17.8
06037404503,94.3,30,47.26,6.6
06037404504,96.4,307,42.64,17.1
06037404600,94.5,13,52.63,6.3
06037404701,97.2,52,47.20,13.4
06037404702,97.6,93,37.13,14.7
06037404703,98.8,67,46.80,11.9
06037404804,93.7,33,53.14,16.1
06037404805,96.6,61,42.25,16.6
06037404806,96.3,40,64.89,12.5
06037404901,98,92,46.35,11.6
06037404902,97,61,47.42,9.9
06037404903,97.6,38,41.92,9.6
06037405001,97.5,80,72.00,12.8
06037405002,96.8,104,66.14,10.6
06037405101,97.2,66,58.74,21.2
06037405102,98.5,76,59.07,12.1
06037405201,97,17,58.97,8.5
06037405202,98,48,55.26,8.1
06037405203,90.8,7,63.89,22.1
06037405301,84.6,11,60.82,13
06037405302,88.9,64,49.43,8
06037405400,90.9,44,24.58,4.9
06037405500,90.3,62,54.39,12.5
06037405600,92.7,66,58.26,11.1
06037405701,88,48,58.56,14.1
06037405702,86.6,49,28.54,9.7
06037405800,87.7,41,44.17,6.7
06037405900,82.9,19,64.89,7.5
06037406000,84.4,19,43.56,6.5
06037406101,81,38,55.04,2.9
06037406103,80.5,121,47.15,10.7
06037406201,95.1,63,65.80,19
06037406300,81,17,48.17,6.4
06037406413,85.7,16,62.08,6.6
06037406500,94.6,157,68.36,11.5
06037406601,86.3,41,51.37,7
06037406602,90.1,19,37.60,11.8
06037406701,95,13,69.61,6.2
06037406702,81.8,43,61.56,8.8
06037406801,90.2,15,53.59,8.8
06037406903,97.5,15,75.18,16.9
06037407001,96.6,68,41.80,8.4
06037407002,97.2,36,43.59,7.3
06037407101,98.6,40,56.09,15.6
06037407102,98.7,30,59.86,7.3
06037407201,97.8,42,44.41,7.7
06037407202,95.4,0,37.50,14.3
06037407301,95.8,83,76.11,6.4
06037407302,97.4,31,70.89,15.7
06037407400,96.9,1,70.27,2.8
06037407501,97.1,32,60.74,9.7
06037407502,95,60,40.43,7
06037407601,97.9,18,45.05,7.6
06037407602,93.8,90,51.34,10.8
06037407701,98.7,132,53.26,12.2
06037407702,97.1,71,43.75,6.5
06037407801,87.2,35,18.75,9.3
06037407802,95.9,48,25.14,5.7
06037407901,91.1,28,66.36,5.1
06037407902,94.4,46,76.98,7.6
06037408003,96,27,22.43,10.3
06037408004,92.8,11,46.97,14.2
06037408005,87.6,39,24.25,5.7
06037408006,93.1,99,57.03,8.9
06037408133,96.2,103,49.10,7.9
06037408134,89.5,18,37.93,11.3
06037408135,91.3,44,38.22,19.2
06037408136,93.7,39,31.15,7.8
06037408137,95.4,26,50.69,12.2
06037408138,96.4,91,44.14,6.1
06037408139,99.8,24,47.06,12.6
06037408140,99.3,27,35.74,11.2
06037408141,98.1,13,53.21,22
06037408212,95.3,0,37.63,9.9
06037408213,95.3,101,50.00,13.7
06037408301,97.6,104,63.20,15.6
06037408302,92.3,0,46.79,9
06037408303,93.3,39,56.30,5.8
06037408401,91.7,60,45.15,11.9
06037408402,76.7,58,33.45,11.6
06037408503,84.8,0,48.18,4.6
06037408504,88.1,62,40.42,9.7
06037408505,91.2,3,45.00,13.9
06037408623,87.2,44,35.83,6.8
06037408624,84.1,0,50.00,11.3
06037408625,88,82,56.16,6.5
06037408626,94.2,0,54.18,8.2
06037408627,91.3,14,38.52,9.5
06037408628,94.7,97,54.85,12.1
06037408629,87.5,0,43.87,13
06037408631,89.1,157,54.30,16.8
06037408703,91.3,13,39.34,10.8
06037408705,92.6,23,61.12,11
06037408707,86.7,28,18.08,5.6
06037408722,90.7,19,91.35,13.8
06037408724,98.7,244,43.02,14.8
06037408725,92.2,0,57.93,12.9
06037408800,90.8,34,58.02,18.7
06037408900,58.9,23,43.28,8.8
06037409000,86.2,159,47.75,21.8
06037409100,93,121,44.33,16.5
06037430003,63.9,7,40.61,3.3
06037430004,70.5,27,52.04,5.9
06037430005,86.8,15,32.37,5
06037430101,73.8,106,58.84,14.4
06037430102,89.4,53,58.86,9.4
06037430200,42.2,22,71.27,4.6
06037430301,46.9,49,26.27,5.1
06037430302,46.2,24,46.73,8.9
06037430400,75.8,11,34.68,3.5
06037430501,38.9,194,26.97,3.6
06037430502,48,89,45.62,5.7
06037430600,68.3,0,1.67,7.4
06037430701,71.4,39,47.46,5.6
06037430721,74,56,49.76,11
06037430723,82.6,60,63.34,7.3
06037430724,82.1,120,36.97,9.3
06037430801,90.8,21,50.65,11.9
06037430802,86.6,38,55.61,6.3
06037430803,86.4,23,57.64,5.4
06037430901,82.5,83,51.18,10.8
06037430902,79,64,48.89,5.8
06037431002,59.5,41,69.03,8.5
06037431003,81.6,0,48.04,26.1
06037431004,70.5,23,37.78,4.2
06037431100,83.8,126,59.16,10.7
06037431200,88.9,46,29.19,6.7
06037431300,71.1,50,44.76,7.9
06037431400,82.5,122,60.06,9
06037431501,82.7,105,52.54,10.2
06037431502,82.8,16,43.13,12.3
06037431600,84.7,12,69.88,5.4
06037431701,75.8,31,50.08,6
06037431800,77.5,47,59.84,5.4
06037431900,85.3,42,52.32,8.2
06037432001,82.8,27,49.69,4.2
06037432002,82.8,120,50.26,11.3
06037432101,90.1,82,25.63,6.5
06037432102,87.9,94,38.91,6.4
06037432201,90,101,66.54,8.5
06037432202,95.8,11,37.26,8
06037432300,93.6,90,50.11,9.2
06037432401,97.1,73,46.95,12.6
06037432402,95.6,25,65.09,18.6
06037432501,94.1,64,40.95,15
06037432502,95.3,73,37.93,4.8
06037432601,95.8,182,60.10,22.1
06037432602,98,85,74.62,14.8
06037432700,95.1,142,46.80,20.5
06037432801,99.7,9,58.83,28.6
06037432802,98.2,219,55.40,23.8
06037432901,98.1,8,62.90,17.9
06037432902,95,4,50.96,9.2
06037433103,97.6,114,63.22,13
06037433200,95,31,63.69,14.6
06037433302,99.3,33,42.22,2
06037433304,96.5,24,64.41,23.5
06037433305,97.9,19,59.80,17
06037433306,96.2,11,46.38,18.6
06037433307,99.1,56,52.68,18.3
06037433402,98.4,57,47.04,12.7
06037433403,98.2,75,62.39,21.7
06037433505,99.4,62,52.44,12.9
06037433506,99.9,8,63.95,27.3
06037433601,97.5,89,48.28,6.3
06037433602,96.6,0,61.47,21.7
06037433803,97.6,0,73.30,23.9
06037433804,97.8,109,65.75,37.5
06037433901,95.9,276,59.25,21.2
06037433903,96,64,66.42,27.1
06037434001,98.7,26,67.78,15.6
06037434003,98.2,38,48.99,14.3
06037434004,91.9,7,46.31,11.7
06037434100,96.8,96,63.14,15
06037460001,30.5,0,61.54,1.8
06037460002,51.5,34,48.66,2.4
06037460101,37.8,10,78.65,3.3
06037460200,67.4,0,63.39,9.7
06037460301,69.6,49,28.29,4.5
06037460302,78.2,154,40.22,5.8
06037460401,78.4,55,59.85,6.8
06037460501,51.9,25,26.85,2.9
06037460502,43.8,0,13.01,2
06037460601,47,52,65.43,3.2
06037460700,42.6,11,32.90,6.3
06037460800,36,0,19.74,1.3
06037460900,78.1,91,43.98,21.2
06037461000,85.6,37,58.84,10.2
06037461100,60.8,45,56.48,10.4
06037461200,41.8,2,49.78,2.5
06037461300,28.6,0,54.04,11.4
06037461400,45,48,56.96,10.4
06037461501,71.5,73,58.60,11
06037461502,82.3,133,60.58,18.1
06037461600,84.2,58,54.28,14.1
06037461700,46.2,24,72.86,4.2
06037461901,85.2,287,54.83,30.6
06037461902,58.1,125,47.49,29
06037462001,91,395,32.48,18.1
06037462002,89.5,65,65.52,39.1
06037462100,77.1,175,43.19,7.4
06037462201,66.6,74,61.43,31.9
06037462202,60.4,56,47.61,15.7
06037462301,76.7,97,50.54,11.3
06037462302,68.4,152,55.62,18.3
06037462400,58.8,55,36.13,12.9
06037462500,60.8,67,35.12,2.8
06037462600,44.5,5,26.07,9
06037462700,70,95,57.27,17.9
06037462800,62.7,60,51.39,12.9
06037462900,68.2,49,49.65,5.7
06037463000,62,38,40.64,8.4
06037463103,73.7,98,50.99,6.5
06037463200,66.2,53,54.70,10
06037463300,57.6,25,46.88,6.6
06037463400,65.8,81,44.77,8.9
06037463500,55.1,100,47.26,10.9
06037463601,53.5,95,41.34,11.7
